Station_Id,Station_Name,,Latitude,Longitude,Municipality,State_Province,Country,District,TimeZone_LongName,TimeZone_Code,TimeZone_Offset,Station_Location,Station_Type,Station_WFElevation,Station_FirstDate,Station_WFElevation2,,
34496,Punta Bados,,40.95471,9.58706,,,Italy,,Europe/Rome,CET,1,,,,,,,0
34497,Putzu Idu,,40.02523,8.40536,,,Italy,,Europe/Rome,CET,1,,,,,,,0
34498,San Foca,,40.3079,18.40275,,,Italy,,Europe/Rome,CET,1,,,,,,,0
34499,San Pietro a Mare,,40.93196,8.79666,,,Italy,,Europe/Rome,CET,1,,,,,,,0
34500,San Teodoro,,40.78186,9.73301,,,Italy,,Europe/Rome,CET,1,,,,,,,0
34501,Torre dell'Orso,,40.27535,18.43864,,,Italy,,Europe/Rome,CET,1,,,,,,,0
34502,Varazze,,44.35104,8.58242,,,Italy,,Europe/Rome,CET,1,,,,,,,0
34503,Vignola,,41.13444,9.06405,,,Italy,,Europe/Rome,CET,1,,,,,,,0
34504,Che Shale,,-3.08493,40.17364,,,Kenya,,Africa/Nairobi,EAT,3,,,,,,,0
34505,Anakao,,-23.70399,43.62263,,,Madagascar,,Indian/Antananarivo,EAT,3,,,,,,,0
34506,Balok,,3.92843,103.38188,,,Malaysia,,Asia/Kuala_Lumpur,MYT,8,,,,,,,0
34507,Bergen aan Zee,,52.66064,4.61639,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34508,Brouwersdam,,51.77613,3.84683,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34509,Callantsoog,,52.84017,4.6794,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34510,Castricum,,52.55549,4.59417,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34511,Domburg,,51.57045,3.49131,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34512,Egmond aan Zee,,52.61439,4.60844,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34513,Grote Hegg,,51.15315,5.84873,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34514,Harderwijk,,52.35549,5.6061,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34515,Hargen,,52.72464,4.62911,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34516,Hindeloopen,,52.93608,5.39583,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34517,Hoek van Holland,,51.98102,4.09504,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34518,Horst,,52.32868,5.57613,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34519,"Huisduinen, Den Helder",,52.96763,4.72966,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34520,Ijmuiden,,52.4448,4.54921,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34521,Katwijk,,52.20576,4.38701,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34522,Makkum,,53.05056,5.36853,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34523,Mirns,,52.8486,5.48125,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34524,Molkwerum,,52.90669,5.39382,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34525,"Monster, Ter Heijde",,52.03855,4.15579,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34526,Neeltje Jans,,51.638,3.67605,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34527,Noordwijk,,52.25228,4.4271,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34528,Ouddorp,,51.83445,3.88901,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34529,Renesse,,51.74568,3.76199,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34530,Scheveningen,,52.12004,4.27383,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34531,Schiermonnikoog,,53.51617,6.16242,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34532,Stavoren,,52.88348,5.35339,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34533,Vrouwenpolder,,51.59624,3.63353,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34534,Wassenaar,,52.17221,4.34664,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34535,Westkapelle,,51.53465,3.42679,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34536,Wijk aan Zee,,52.49551,4.57756,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34537,Zandvoort,,52.37548,4.49872,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34538,Zeewolde,,52.32627,5.55408,,,Netherlands,,Europe/Amsterdam,CET,1,,,,,,,0
34539,Eastbourne,,-41.29327,174.88655,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34540,Island Bay,,-41.34638,174.77402,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34541,Kumara,,-39.17077,173.81125,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34542,Lake Ferry,,-41.40806,175.13961,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34543,Lobster Pot/Ngawi,,-41.58616,175.22855,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34544,Oakura,,-39.10883,173.94731,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34546,Paekakariki/Kapiti Coast,,-40.97892,174.9403,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34547,Pauatahanui,,-41.09442,174.88541,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34548,"Petone, Wellington",,-41.23294,174.87402,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34549,Plimmerton,,-41.08495,174.8644,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34550,Scorching Bay,,-41.29886,174.83535,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34551,Seatoun,,-41.32175,174.83884,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34552,The Ditch,,-41.29742,174.80662,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34553,Tora,,-41.51311,175.51973,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34554,Wainui,,-38.69369,178.0786,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34555,White Rock,,-41.58344,175.4149,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34556,Worser Bay,,-41.31493,174.83054,,,New Zealand,,Pacific/Auckland,NZDT,13,,,,,,,0
34557,Bahia Salinas,,-11.19758,-77.60858,,,Peru,,America/Lima,PET,-5,,,,,,,0
34558,Bermejo,,-10.55756,-77.92054,,,Peru,,America/Lima,PET,-5,,,,,,,0
34559,Cabo Blanco,,-4.24723,-81.2423,,,Peru,,America/Lima,PET,-5,,,,,,,0
34560,Centinela,,-11.06062,-77.64258,,,Peru,,America/Lima,PET,-5,,,,,,,0
34561,Huanchaco,,-8.07855,-79.14672,,,Peru,,America/Lima,PET,-5,,,,,,,0
34562,Nonura,,-5.83006,-81.10933,,,Peru,,America/Lima,PET,-5,,,,,,,0
34563,Puemape,,-7.52882,-79.55054,,,Peru,,America/Lima,PET,-5,,,,,,,0
34564,Playa Grande,,-9.78045,-78.26651,,,Peru,,America/Lima,PET,-5,,,,,,,0
34565,Puerto Chicama,,-7.68656,-79.45925,,,Peru,,America/Lima,PET,-5,,,,,,,0
34566,Punta Hermosa/Playa Senoritas,,-12.34203,-76.83638,,,Peru,,America/Lima,PET,-5,,,,,,,0
34567,Bantayan,,11.3412,123.72152,,,Philippines,,Asia/Manila,PST,8,,,,,,,0
34568,Międzyzdroje,,53.94532,14.43383,,,Poland,,Europe/Stockholm,CET,1,,,,,,,0
34569,Mielno,,54.28005,16.07599,,,Poland,,Europe/Warsaw,CET,1,,,,,,,0
34570,"Cabedelo, Viana do Castelo",,41.67037,-8.84054,,,Portugal,,Europe/Lisbon,WET,0,,,,,,,0
34571,Costa da Caparica,,38.63542,-9.24224,,,Portugal,,Europe/Lisbon,WET,0,,,,,,,0
34572,Foz do Arelho,,39.43408,-9.23718,,,Portugal,,Europe/Lisbon,WET,0,,,,,,,0
34573,Lagoa de Obidos,,39.42455,-9.22265,,,Portugal,,Europe/Lisbon,WET,0,,,,,,,0
34574,Sines,,37.86185,-8.88344,,,Portugal,,Europe/Lisbon,WET,0,,,,,,,0
34575,Troia,,38.48713,-8.9151,,,Portugal,,Europe/Lisbon,WET,0,,,,,,,0
34576,Vila Real de Santo Antonio,,37.16249,-7.41629,,,Portugal,,Europe/Madrid,CET,1,,,,,,,0
34577,Dukhan,,25.41078,50.74091,,,Qatar,,Asia/Qatar,AST,3,,,,,,,0
34578,"Dagali, Hardangervidda",,60.38901,8.5377,,,Norway,,Europe/Oslo,CET,1,,,,,,,0
34579,Austbygd,,60.03779,8.89436,,,Norway,,Europe/Oslo,CET,1,,,,,,,0
34580,Brandvlei Reservoir,,-33.71632,19.42967,,,South Africa,,Africa/Johannesburg,SAST,2,,,,,,,0
34581,Cape Vidal,,-28.13,32.58658,,,South Africa,,Africa/Johannesburg,SAST,2,,,,,,,0
34582,Scottburgh Beach,,-30.28095,30.77051,,,South Africa,,Africa/Johannesburg,SAST,2,,,,,,,0
34583,Sodwana Bay,,-27.52819,32.68923,,,South Africa,,Africa/Johannesburg,SAST,2,,,,,,,0
34584,St. Lucia Lake,,-27.9959,32.45079,,,South Africa,,Africa/Johannesburg,SAST,2,,,,,,,0
34585,Barcelona,,41.38361,2.21574,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34586,Bolonia,,36.07259,-5.77446,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34587,"Castelldefels, Barcelona",,41.26158,1.98729,les Botigues,FALSE,ES,Baix Llobregat,Europe/Madrid,CET,1,,,,,,,0
34588,Conil,,36.27878,-6.11014,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34589,El Palmar,,36.22716,-6.07798,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34590,El Port de la Selva,,42.34849,3.19509,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34591,Getares,,36.07078,-5.42811,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34592,Girona/Sant Pere Pescador,,42.18839,3.11601,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34593,Guardamar del Segura,,38.08567,-0.63493,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34594,La Alcaidesa,,36.22982,-5.30784,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34595,Los Canos de Meca,,36.17621,-6.01931,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34596,Minorca,,40.1684,4.06925,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34597,Mundaka,,43.41465,-2.69299,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34598,Palmones,,36.16945,-5.42852,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34599,Port Ginesta,,41.25941,1.92514,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34600,Santa Pola,,38.18074,-0.55861,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34601,Sotogrande,,36.2843,-5.26355,,,Spain,,Europe/Madrid,CET,1,,,,,,,0
34603,Skanor,,55.41573,12.82862,,,Sweden,,Europe/Stockholm,CET,1,,,,,,,0
34604,Berlingen,,47.6797,9.02073,,,Switzerland,,Europe/Zurich,CET,1,,,,,,,0
34605,Caslano,,45.9683,8.89138,,,Switzerland,,Europe/Zurich,CET,1,,,,,,,0
34606,Melide,,45.96141,8.95779,,,Switzerland,,Europe/Zurich,CET,1,,,,,,,0
34607,Sempachersee,,47.14496,8.15255,,,Switzerland,,Europe/Zurich,CET,1,,,,,,,0
34608,Steckborn,,47.67001,8.97851,,,Switzerland,,Europe/Zurich,CET,1,,,,,,,0
34609,Ko Lipe,,6.48298,99.78513,,,Thailand,,Asia/Kuala_Lumpur,MYT,8,,,,,,,0
34610,Ko Phangan,,9.80814,100.09607,,,Thailand,,Asia/Bangkok,ICT,7,,,,,,,0
34611,Barry,,51.38386,-3.26326,,,UK,,Europe/London,GMT,0,,,,,,,0
34612,Bigbury On Sea,,50.28155,-3.89708,,,UK,,Europe/London,GMT,0,,,,,,,0
34613,Bognor Regis,,50.77752,-0.67437,,,UK,,Europe/London,GMT,0,,,,,,,0
34614,Bray Lake,,51.49939,-0.6935,,,UK,,Europe/London,GMT,0,,,,,,,0
34615,Broad Haven,,51.78234,-5.11779,,,UK,,Europe/London,GMT,0,,,,,,,0
34616,Christchurch/Steamer Pt.,,50.71925,-1.73486,,,UK,,Europe/London,GMT,0,,,,,,,0
34617,Calshot,,50.81825,-1.29982,,,UK,,Europe/London,GMT,0,,,,,,,0
34618,Clavedon,,51.44934,-2.88282,,,UK,,Europe/London,GMT,0,,,,,,,0
34619,Crow Point,,51.07057,-4.1833,,,UK,,Europe/London,GMT,0,,,,,,,0
34620,"Dale, Wales",,51.70686,-5.14633,,,UK,,Europe/London,GMT,0,,,,,,,0
34621,Gullane Beach,,56.05304,-2.8546,,,UK,,Europe/London,GMT,0,,,,,,,0
34622,"Gwithian, Hayle",,50.22058,-5.43279,,,UK,,Europe/London,GMT,0,,,,,,,0
34623,Hayling Island South,,50.77978,-0.97561,,,UK,,Europe/London,GMT,0,,,,,,,0
34624,Kimmeridge,,50.60936,-2.1351,,,UK,,Europe/London,GMT,0,,,,,,,0
34625,Langstone Harbour,,50.81257,-1.01898,,,UK,,Europe/London,GMT,0,,,,,,,0
34626,Lepe,,50.78326,-1.36246,,,UK,,Europe/Paris,CET,1,,,,,,,0
34627,Penzance/Marazion,,50.11492,-5.48685,,,UK,,Europe/London,GMT,0,,,,,,,0
34628,Newgale,,51.85266,-5.1347,,,UK,,Europe/London,GMT,0,,,,,,,0
34629,Overcombe,,50.63215,-2.42152,,,UK,,Europe/London,GMT,0,,,,,,,0
34630,Portland Harbour,,50.15769,-5.0641,,,UK,,Europe/London,GMT,0,,,,,,,0
34631,Red Wharf Bay,,53.33136,-4.17393,,,UK,,Europe/London,GMT,0,,,,,,,0
34632,Rickmansworth Aquadrome,,51.63261,-0.48181,,,UK,,Europe/London,GMT,0,,,,,,,0
34633,Rhosneigr,,53.21854,-4.52999,,,UK,,Europe/London,GMT,0,,,,,,,0
34634,Roadford Reservoir,,50.70071,-4.22936,,,UK,,Europe/London,GMT,0,,,,,,,0
34635,"Sandbanks, Poole",,50.69102,-1.93573,,,UK,,Europe/London,GMT,0,,,,,,,0
34636,Saunton Sands,,51.11109,-4.26048,,,UK,,Europe/London,GMT,0,,,,,,,0
34637,Siblyback Lake,,50.51017,-4.49172,,,UK,,Europe/London,GMT,0,,,,,,,0
34638,Thurlestone,,50.2647,-3.8734,,,UK,,Europe/London,GMT,0,,,,,,,0
34639,West Mersea,,51.76044,0.91601,,,UK,,Europe/London,GMT,0,,,,,,,0
34640,Weston-super-mare,,51.34157,-3.01395,,,UK,,Europe/London,GMT,0,,,,,,,0
34641,Coche,,10.76528,-64.02539,,,Venezuela,,America/Caracas,VET,-4,,,,,,,0
34642,Lotus Lake,,11.06488,108.42014,,,Vietnam,,Asia/Saigon,ICT,7,,,,,,,0
34643,Nha Trang,,12.26254,109.36646,,,Vietnam,,Asia/Saigon,ICT,7,,,,,,,0
34644,Turtle Bay,,11.03062,108.38321,,,Vietnam,,Asia/Saigon,ICT,7,,,,,,,0
34645,"King's Beach, Lake Tahoe",,39.22841,-120.02511,,CA,US,,America/Los_Angeles,PST,-8,,,,,,,0
34646,Lake Forest / Dollar Pt.,,39.1774,-120.10408,,CA,US,,America/Los_Angeles,PST,-8,,,,,,,0
34647,Limantour / Tubamancha,,38.02015,-122.9185,,CA,US,,America/Los_Angeles,PST,-8,,,,,,,0
34648,Zuma Beach,,34.02506,-118.84319,,CA,US,,America/Los_Angeles,PST,-8,,,,,,,0
34649,Kaanapali Beach,,20.93334,-156.69763,,HI,US,,Pacific/Honolulu,HST,-10,,,,,,,0
34650,Saylorville Lake,,41.71149,-93.68607,,Iowa,US,,America/Chicago,CST,-6,,,,,,,0
34651,Cheney Lake,,37.74743,-97.82181,,Kansas,US,,America/Chicago,CST,-6,,,,,,,0
34652,Clinton Lake,,38.91749,-95.34885,,Kansas,US,,America/Chicago,CST,-6,,,,,,,0
34653,Hillsdale Lake,,38.66763,-94.91556,,Kansas,US,,America/Chicago,CST,-6,,,,,,,0
34654,Longview Lake,,38.90919,-94.47096,,Kansas,US,,America/Chicago,CST,-6,,,,,,,0
34655,Marion Lake,,38.40046,-97.12059,,Kansas,US,,America/Chicago,CST,-6,,,,,,,0
34656,Perry Lake,,39.13772,-95.45479,,Kansas,US,,America/Chicago,CST,-6,,,,,,,0
34657,Pomona Lake,,38.65928,-95.57116,,Kansas,US,,America/Chicago,CST,-6,,,,,,,0
34658,Wilson Lake,,38.9362,-98.5148,,Kansas,US,,America/Chicago,CST,-6,,,,,,,0
34659,Swede Lake,,44.92993,-93.81952,,MN,US,,America/Chicago,CST,-6,,,,,,,0
34660,Branched Oak Lake,,40.97194,-96.86217,,Nebraska,US,,America/Chicago,CST,-6,,,,,,,0
34661,Calamus Reservoir,,41.83806,-99.22129,,Nebraska,US,,America/Chicago,CST,-6,,,,,,,0
34662,Cunningham Lake,,41.34774,-96.05518,,Nebraska,US,,America/Chicago,CST,-6,,,,,,,0
34663,"North Lake, Columbus",,41.49121,-97.35486,,Nebraska,US,,America/Chicago,CST,-6,,,,,,,0
34664,Morgan Lake,,36.70026,-108.46685,,New Mexico,US,,America/Denver,MST,-7,,,,,,,0
34684,CW2505 Cuernavaca MR,,18.9505,-99.223,,,,,America/Mexico_City,CST,-6,,,,2008-04-09 3:12,,,0
34710,DW0268 Peach Orchard MO US,,36.36617,-89.935,,MO,US,,America/Chicago,CST,-6,,,262.47,2008-04-09 21:19,,,0
34722,DW0251 Spencer IN US,,39.18583,-86.77833,,IN,US,,America/New_York,EST,-5,,,764.44,2008-04-09 20:41,,,0
34807,Aurora Town Hall,,39.711,-104.814,,,,,America/Denver,MST,-7,,,5463.91,2008-04-11 1:20,,,0
34808,Brighton_Ditch,,40.026,-104.824,,,,,America/Denver,MST,-7,,,5262.14,2008-04-11 1:20,,,0
34863,FWCL,,-15.68,34.97,,,,,Africa/Blantyre,CAT,2,,,2513.12,2008-04-12 15:00,,,0
34887,BYC A,,30.58162,-88.06939,,FL,,,America/New_York,EST,-5,,,0,,,,0
34888,BYC B,,30.58111,-88.07156,,FL,,,America/New_York,EST,-5,,,0,,,,0
34889,BYC D,,30.58125,-88.07202,,FL,,,America/New_York,EST,-5,,,0,,,,0
34894,Louisiana Power mystery site?,,30.31511,-89.77966,,FL,,,America/New_York,EST,-5,,,0,,,,0
34924,Poprad,,49.0502,20.29842,,,,,Europe/Prague,CET,1,,,2303.15,2008-04-16 20:01,,,0
34930,Milton Township,,41.7675,-86.17283,,MI,US,,America/New_York,EST,-5,,,700,2008-04-16 20:05,,,0
34933,DW0326 Houston TX US,,29.7455,-95.4455,,TX,US,,America/Chicago,CST,-6,,,,2008-04-16 20:01,,,0
34934,DW0354 Bergheim TX US,,29.872,-98.5635,,TX,US,,America/Chicago,CST,-6,,,,2008-04-16 20:04,,,0
34937,DW0275 Butler NJ US,,40.99367,-74.35417,,NJ,US,,America/New_York,EST,-5,,,,2008-04-16 20:01,,,0
34938,DW0304 Thurmont MD US,,39.66617,-77.39333,,MD,US,,America/New_York,EST,-5,,,815.94,2008-04-16 20:04,,,0
34939,DW0323 Orangeburg SC US,,33.49458,-80.93166,,SC,US,,America/New_York,EST,-5,,,206.69,2008-04-16 20:03,,,0
34940,Elgin,,44.50883,-76.2435,,ON,CA,,America/Toronto,EST,-5,,,367.45,2008-04-16 20:00,,,0
34941,Cape Elizabeth,,43.57167,-70.21917,,ME,US,,America/New_York,EST,-5,,,65,2008-04-16 20:01,,,0
34948,DW0314 Saint Marys KS US,,39.2125,-96.0542,,KS,US,,America/Chicago,CST,-6,,,1110.89,2008-04-16 19:50,,,0
34952,Bedford Mills,,44.59302,-76.40781,,ON,CA,,America/Toronto,EST,-5,,,479,2008-04-16 19:55,,,0
34953,Canton,,44.62269,-75.1888,,NY,US,,America/New_York,EST,-5,,,364.17,2008-04-16 19:48,,,0
35033,Msukbs MI US,,42.4081,-85.3736,,MI,US,,America/New_York,EST,-5,,,937.01,2008-04-18 13:00,0,,0
35117,Plano East,,33.019,-96.66867,,TX,US,,America/Chicago,CST,-6,,,583.99,2008-04-23 20:02,,,0
35126,Jericho Center,,44.4495,-72.925,,VT,US,,America/New_York,EST,-5,,,826.77,2008-04-23 20:02,,,0
35128,Dakin Peak,,33.35056,-118.35194,,,,,America/Los_Angeles,PST,-8,,,,2008-04-23 19:30,,,0
35129,Silver Peak,,33.44611,-118.54306,,,,,America/Los_Angeles,PST,-8,,,1779.86,2008-04-23 19:20,,,0
35137,DW0394 Redlands CA US,,34.04133,-117.17167,,CA,US,,America/Los_Angeles,PST,-8,,,1568.24,2008-04-23 19:56,,,0
35138,Oceanside-Neptune,,33.19917,-117.387,,CA,US,,America/Los_Angeles,PST,-8,,,45,2008-04-23 19:56,,,0
35142,DW0367 Ballwin MO US,,38.58033,-90.56467,,MO,US,,America/Chicago,CST,-6,,,711.94,2008-04-23 19:59,,,0
35144,Whitleys Peak,,33.3725,-118.37583,,,,,America/Los_Angeles,PST,-8,,,1450.13,2008-04-23 19:20,,,0
35145,DW0359 Columbia MO US,,38.94017,-92.36117,,MO,US,,America/Chicago,CST,-6,,,715.22,2008-04-23 20:11,,,0
35146,Cactus Peak,,33.33583,-118.43611,,,,,America/Los_Angeles,PST,-8,,,1450.13,2008-04-23 19:30,,,0
35147,Ding Darling,,26.4408,-82.1047,,FL,US,,America/New_York,EST,-5,,,9.84,2008-04-23 20:17,,,0
35149,DW0398 Renfrew PA US,,40.81137,-80.00258,,PA,US,,America/New_York,EST,-5,,,1206.04,2008-04-23 20:48,,,0
35154,Duvall,,47.7345,-121.97117,,WA,US,,America/Los_Angeles,PST,-8,,,419,2008-04-24 1:48,,,0
35156,Borrego Springs CA US CIMIS,,33.27,-116.37,,,,,America/Los_Angeles,PST,-8,,,,2008-04-24 5:00,,,0
35260,Gulf Shores-Inland,XGLF,30.36299,-87.64788,Foley,AL,US,Baldwin County,America/Chicago,CST,-6,Concrete Pole,HurrNet,59,2008-12-16 0:00,34,,0
35295,CW7453 Bull Run Mountain VA US,,38.9195,-77.66417,,VA,US,,America/New_York,EST,-5,,,1036.75,2008-04-30 20:00,,,0
35296,DW0407 Walkersville MD US,,39.48383,-77.33017,,MD,US,,America/New_York,EST,-5,,,1010.5,2008-04-30 20:02,,,0
35305,CHIGMIT MTNS,,60.2231,-153.4664,,AK,US,,America/Anchorage,AKST,-9,,,4658.14,2008-04-30 20:43,,,0
35306,PFAFF MINE AK US,,59.1108,-154.8367,,AK,US,,America/Anchorage,AKST,-9,,,2018.04,2008-04-30 20:43,,,0
35402,Manizales Lnubia SKMZ,,5.03,-75.47,,,,,America/Bogota,COT,-5,,,6824.15,2008-05-04 19:00,,,0
35403,SKVV,,4.17,-73.62,,,,,America/Bogota,COT,-5,,,1387.8,2008-05-04 19:00,,,0
35404,Puerto Carreno,,6.17,-67.5,,,,,America/Bogota,COT,-5,,,180,2008-05-04 19:00,,,0
35405,Isla de Providencia,,13.37,-81.35,,,,,America/Bogota,COT,-5,,,19.69,2008-05-04 19:00,,,0
35406,Neiva-Benito Salas SKNV,,2.97,-75.3,,,,,America/Bogota,COT,-5,,,1440.29,2008-05-04 19:00,,,0
35407,Ipiales SKIP,,0.82,-77.63,,,,,America/Bogota,COT,-5,,,9714.57,2008-05-04 19:00,,,0
35408,Pasto SKPS,,1.42,-77.27,,,,,America/Bogota,COT,-5,,,5990.81,2008-05-04 19:00,,,0
35409,Riohacha Airport,,11.53,-72.93,,,,,America/Bogota,COT,-5,,,13,2008-05-04 19:00,,,0
35410,Valledupar,,10.43,-73.25,,,,,America/Bogota,COT,-5,,,452.76,2008-05-04 19:00,,,0
35411,SKEJ,,7.02,-73.8,,,,,America/Bogota,COT,-5,,,413.39,2008-05-04 19:00,,,0
35412,Armenia-El Eden SKAR,,4.5,-75.72,,,,,America/Bogota,COT,-5,,,3950.13,2008-05-04 19:00,,,0
35413,Quibdo,,5.72,-76.62,,,,,America/Bogota,COT,-5,,,173,2008-05-04 19:00,,,0
35414,Ibague-Perales SKIB,,4.43,-75.15,,,,,America/Bogota,COT,-5,,,3044.62,2008-05-04 19:00,,,0
35415,Arauca SKUC,,7.07,-70.73,,,,,America/Bogota,COT,-5,,,419.95,2008-05-04 19:00,,,0
35462,Montecchio Maggiore,,45.49667,11.44083,,,,,Europe/Rome,CET,1,,,167.32,2008-05-07 20:31,,,0
35469,Durrow,,52.8445,-7.38833,,,,,Europe/Dublin,GMT,0,,,311.68,2008-05-07 20:23,,,0
35477,DW0465 Meeteetse WY US,,44.15667,-108.87017,,WY,US,,America/Denver,MST,-7,,,5797.24,2008-05-07 20:32,,,0
35483,DW0490 Yorba Linda CA US,,33.87817,-117.72183,,CA,US,,America/Los_Angeles,PST,-8,,,475,2008-05-07 20:24,,,0
35484,DW0495 Idaho Falls ID US,,43.487,-112.0275,,ID,US,,America/Denver,MST,-7,,,4708.01,2008-05-07 20:29,,,0
35489,Boulder-Twin Lakes,,40.05533,-105.20883,,CO,US,,America/Denver,MST,-7,,,5201.77,2008-05-07 20:32,,,0
35491,Lakeside,,32.83133,-97.50083,,TX,US,,America/Chicago,CST,-6,,,721.78,2008-05-07 20:30,,,0
35498,Nashua South,,42.7145,-71.48617,,NH,US,,America/New_York,EST,-5,,,220.14,2008-05-07 20:16,,,0
35505,DW0452 Fergus ON CA,,43.71523,-80.37612,,ON,CA,,America/Toronto,EST,-5,,,1402.89,2008-05-07 20:32,,,0
35506,Little Compton,,41.52633,-71.1895,,RI,US,,America/New_York,EST,-5,,,104.99,2008-05-07 20:27,,,0
35510,Homestead West,,25.46833,-80.51867,,FL,US,,America/New_York,EST,-5,,,8,2008-05-07 20:12,,,0
35511,DW0486 Brooklyn NY US,,40.68783,-73.99333,,NY,US,,America/New_York,EST,-5,,,,2008-05-07 20:34,,,0
35573,Buffalo Lighthouse,,42.88,-78.89,,NY,,,America/New_York,EST,-5,,,,2008-04-09 23:36,,,0
35615,CW4132 Youngsville NC US,,36.04467,-78.45583,,NC,US,,America/New_York,EST,-5,,,,2008-05-09 18:33,,,0
35707,Pylea-Panorama,,40.588,22.9975,,,,,Europe/Athens,EET,2,,,475.72,2008-05-14 21:04,,,0
35719,Monroe,,45.90967,-119.34167,,OR,US,,America/Los_Angeles,PST,-8,,,1272,2008-05-14 20:55,,,0
35725,Savage,,39.13333,-76.8435,,MD,US,,America/New_York,EST,-5,,,301.84,2008-05-14 20:56,,,0
35767,Buxton,XBUX,35.25759,-75.5237,Buxton,NC,US,Dare County,America/New_York,EST,-5,10m concrete pole,HurrNet,3,2009-04-30 13:15,34,,0
35821,HAMILTON KS US SAI,,37.99166,-101.74633,,,,,America/Denver,MST,-7,,,3321.85,2008-05-20 14:24,,,0
35823,Zell am See,,47.35408,12.81031,,,Austria,,Europe/Vienna,CET,1,,,,,,,0
35824,Ambergris Cay,,18.00812,-87.86531,,,Belize,,America/Belize,CST,-6,,,,,,,0
35826,Flecheiras,,-3.14856,-39.31887,,,Brasil,,America/Fortaleza,BRT,-3,,,,,,,0
35827,Praia Grande,,-24.04581,-46.44638,,,Brasil,,America/Sao_Paulo,BRT,-3,,,,,,,0
